room_type,reviews,overall_satisfaction,accommodates,bedrooms,price
Entire home/apt,1,0,2,1,150
Entire home/apt,16,5,2,1,160
Entire home/apt,3,5,4,1,165
Entire home/apt,15,5,2,1,170
Entire home/apt,7,5,2,0,175
Entire home/apt,1,0,4,1,180
Entire home/apt,0,0,4,2,175
Entire home/apt,0,0,3,1,150
Entire home/apt,0,0,6,3,160
Entire home/apt,0,0,3,1,180
Entire home/apt,14,5,6,2,155
Entire home/apt,2,0,2,1,175
Entire home/apt,2,0,4,2,175
Entire home/apt,13,4.5,4,3,146
Entire home/apt,102,5,6,2,179
Entire home/apt,1,0,6,3,150
Entire home/apt,49,5,4,1,169
Entire home/apt,5,4,4,1,175
Entire home/apt,40,4.5,6,2,149
Entire home/apt,23,4.5,3,1,165
Entire home/apt,43,4.5,6,2,149
Entire home/apt,0,0,3,1,175
Entire home/apt,1,0,9,3,175
Entire home/apt,19,5,5,1,150
Entire home/apt,25,5,6,3,170
Entire home/apt,22,5,4,2,160
Entire home/apt,121,5,6,2,160
Entire home/apt,150,5,2,1,149
Entire home/apt,84,5,4,2,174
Entire home/apt,0,0,3,1,160
Entire home/apt,51,4.5,6,2,160
Entire home/apt,22,4.5,4,2,160
Entire home/apt,86,4.5,4,2,149
Entire home/apt,105,4.5,3,1,155
Entire home/apt,0,0,5,2,145
Entire home/apt,4,5,6,3,180
Entire home/apt,9,5,6,3,150
Entire home/apt,2,0,6,3,150
Entire home/apt,21,5,8,3,179
Entire home/apt,10,5,3,1,145
Entire home/apt,21,5,5,1,180
Entire home/apt,1,0,3,1,150
Entire home/apt,0,0,4,3,150
Entire home/apt,3,5,2,0,165
Entire home/apt,6,5,3,1,150
Entire home/apt,0,0,4,0,155
Entire home/apt,17,5,4,1,169
Entire home/apt,64,5,4,1,165
Entire home/apt,0,0,3,1,150
Entire home/apt,1,0,6,2,155
Entire home/apt,0,0,6,3,150
Entire home/apt,2,0,7,2,155
Entire home/apt,0,0,1,1,150
Entire home/apt,11,4.5,7,3,180
Entire home/apt,4,5,4,1,155
Entire home/apt,7,5,3,1,155
Entire home/apt,12,5,4,2,150
Entire home/apt,118,5,3,1,160
Entire home/apt,21,5,3,0,175
Entire home/apt,35,5,2,1,175
Entire home/apt,31,5,6,3,175
Entire home/apt,0,0,3,1,150
Entire home/apt,0,0,3,1,180
Entire home/apt,0,0,7,3,159
Entire home/apt,9,4.5,3,2,150
Entire home/apt,0,0,5,2,175
Entire home/apt,11,5,4,1,175
Entire home/apt,30,5,6,3,180
Entire home/apt,0,0,8,2,175
Entire home/apt,0,0,3,0,165
Entire home/apt,0,0,4,2,175
Entire home/apt,96,4.5,3,1,175
Entire home/apt,0,0,1,1,180
Entire home/apt,9,4.5,4,2,175
Entire home/apt,3,4.5,5,2,154
Entire home/apt,31,4.5,7,3,150
Entire home/apt,15,5,4,1,158
Entire home/apt,3,5,4,2,165
Entire home/apt,2,0,6,2,150
Entire home/apt,4,4.5,6,2,175
Entire home/apt,9,5,4,2,175
Entire home/apt,0,0,8,4,143
Entire home/apt,66,5,8,2,144
Entire home/apt,56,4.5,4,2,150
Entire home/apt,17,4.5,2,1,149
Entire home/apt,0,0,3,1,159
Entire home/apt,8,4.5,1,1,150
Entire home/apt,0,0,3,1,169
Entire home/apt,18,4.5,2,0,179
Entire home/apt,0,0,2,0,150
Entire home/apt,0,0,3,1,169
Entire home/apt,21,4.5,2,0,155
Entire home/apt,0,0,3,1,169
Entire home/apt,84,5,2,1,179
Entire home/apt,5,4.5,3,1,169
Entire home/apt,24,5,6,2,165
Entire home/apt,14,4.5,5,1,175
Entire home/apt,19,5,6,2,165
Entire home/apt,125,4.5,6,3,151
Entire home/apt,0,0,4,1,155
Entire home/apt,53,4.5,4,1,165
Entire home/apt,35,5,5,1,159
Entire home/apt,84,5,4,2,150
Entire home/apt,0,0,4,1,150
Entire home/apt,8,5,6,2,160
Entire home/apt,5,4.5,4,2,175
Entire home/apt,42,5,2,1,162
Entire home/apt,45,4.5,5,1,175
Entire home/apt,1,0,2,1,150
Entire home/apt,1,0,4,2,160
Entire home/apt,146,5,9,4,176
Entire home/apt,9,4,5,3,175
Entire home/apt,1,0,1,2,150
Entire home/apt,6,4,4,1,175
Entire home/apt,0,0,2,1,160
Entire home/apt,10,5,2,0,158
Entire home/apt,6,5,2,1,150
Entire home/apt,11,4.5,4,1,165
Entire home/apt,0,0,5,3,180
Entire home/apt,3,4.5,4,1,175
Entire home/apt,7,4.5,2,2,150
Entire home/apt,5,5,4,1,160
Entire home/apt,0,0,5,3,150
Entire home/apt,12,4.5,4,1,159
Entire home/apt,28,4.5,6,1,165
Entire home/apt,0,0,7,3,179
Entire home/apt,5,5,4,2,150
Entire home/apt,0,0,4,2,175
Entire home/apt,2,0,9,4,150
Entire home/apt,1,0,4,3,150
Entire home/apt,3,4.5,5,2,168
Entire home/apt,19,4.5,4,1,150
Entire home/apt,9,5,4,2,167
Entire home/apt,0,0,4,2,175
Entire home/apt,0,0,5,2,176
Entire home/apt,38,4.5,5,1,169
Entire home/apt,3,5,2,1,153
Entire home/apt,0,0,3,1,150
Entire home/apt,1,0,2,1,175
Entire home/apt,66,4.5,4,1,149
Entire home/apt,40,5,10,4,179
Entire home/apt,38,5,7,4,180
Entire home/apt,27,5,7,3,159
Entire home/apt,7,5,5,2,168
Entire home/apt,1,0,5,2,150
Entire home/apt,3,4.5,2,1,165
Entire home/apt,6,5,5,1,180
Entire home/apt,46,5,4,2,159
Entire home/apt,4,5,4,2,175
Entire home/apt,29,4.5,4,1,150
Entire home/apt,155,4.5,5,2,151
Entire home/apt,53,5,6,2,176
Entire home/apt,3,5,7,4,150
Entire home/apt,2,0,6,3,145
Entire home/apt,53,5,6,2,175
Entire home/apt,0,0,6,2,160
Entire home/apt,15,5,4,2,169
Entire home/apt,3,5,6,3,150
Entire home/apt,67,5,5,2,145
Entire home/apt,7,4.5,2,1,150
Entire home/apt,6,5,6,2,150
Entire home/apt,29,4.5,7,2,175
Entire home/apt,6,5,3,0,165
Entire home/apt,9,5,4,2,160
Entire home/apt,17,5,5,2,165
Entire home/apt,17,5,2,1,159
Entire home/apt,26,5,2,1,150
Entire home/apt,2,0,4,1,167
Entire home/apt,1,0,3,1,175
Entire home/apt,29,5,8,3,160
Entire home/apt,8,5,3,0,180
Entire home/apt,90,5,6,3,169
Entire home/apt,22,5,5,2,149
Entire home/apt,0,0,6,3,155
Entire home/apt,10,3.5,2,1,150
Entire home/apt,8,5,5,2,180
Entire home/apt,2,0,6,3,180
Entire home/apt,3,5,6,3,150
Entire home/apt,11,5,4,1,150
Entire home/apt,21,5,4,1,150
Entire home/apt,8,5,5,2,159
Entire home/apt,174,5,11,3,145
Entire home/apt,21,4.5,10,3,175
Entire home/apt,3,5,3,1,155
Entire home/apt,7,4.5,4,2,176
Entire home/apt,12,5,6,2,150
Entire home/apt,115,5,4,1,150
Entire home/apt,164,5,6,2,145
Entire home/apt,0,0,4,1,153
Entire home/apt,2,0,3,2,150
Entire home/apt,34,4.5,3,1,166
Entire home/apt,1,0,4,1,149
Entire home/apt,4,4.5,7,2,148
Entire home/apt,41,5,3,1,153
Entire home/apt,7,5,4,1,180
Entire home/apt,24,4.5,6,2,175
Entire home/apt,6,4.5,7,3,170
Entire home/apt,11,5,4,2,149
Entire home/apt,32,4.5,8,3,153
Entire home/apt,5,5,4,2,150
Entire home/apt,1,0,5,4,160
Entire home/apt,4,5,4,1,165
Entire home/apt,3,5,4,2,150
Entire home/apt,2,0,2,0,150
Entire home/apt,86,5,7,3,175
Entire home/apt,3,4.5,5,2,150
Entire home/apt,65,4.5,8,2,180
Entire home/apt,96,5,5,2,145
Entire home/apt,91,5,4,1,165
Entire home/apt,33,5,6,1,177
Entire home/apt,76,5,6,2,175
Entire home/apt,52,5,5,2,155
Entire home/apt,36,5,5,2,159
Entire home/apt,6,5,4,1,160
Entire home/apt,33,4,10,3,175
Entire home/apt,11,4.5,8,2,180
Entire home/apt,42,5,6,2,159
Entire home/apt,118,5,3,1,144
Entire home/apt,7,5,3,2,158
Entire home/apt,6,5,2,2,169
Entire home/apt,57,5,2,0,180
Entire home/apt,8,5,3,1,163
Entire home/apt,80,5,3,1,155
Entire home/apt,56,5,6,2,175
Entire home/apt,17,4.5,4,1,150
Entire home/apt,0,0,2,1,169
Entire home/apt,20,5,6,2,148
Entire home/apt,1,0,3,1,150
Entire home/apt,55,5,6,2,150
Entire home/apt,32,5,4,1,166
Entire home/apt,0,0,2,1,150
Entire home/apt,22,5,4,1,175
Entire home/apt,58,5,4,1,177
Entire home/apt,0,0,2,1,170
Entire home/apt,1,0,6,1,163
Entire home/apt,72,5,2,0,160
Entire home/apt,5,4.5,6,2,160
Entire home/apt,146,5,4,1,150
Entire home/apt,25,5,6,2,175
Entire home/apt,48,4.5,7,2,179
Entire home/apt,82,5,4,1,160
Entire home/apt,0,0,4,1,145
Entire home/apt,1,0,6,2,150
Entire home/apt,2,0,4,1,150
Entire home/apt,11,4.5,10,4,149
Entire home/apt,33,5,6,2,148
Entire home/apt,1,0,4,1,150
Entire home/apt,27,5,4,2,155
Entire home/apt,61,5,6,2,149
Entire home/apt,3,4.5,5,2,160
Entire home/apt,1,0,4,1,150
Entire home/apt,0,0,6,3,150
Entire home/apt,31,5,8,4,175
Entire home/apt,30,5,4,1,145
Entire home/apt,3,5,2,0,179
Entire home/apt,0,0,5,2,150
Entire home/apt,9,5,4,1,175
Entire home/apt,2,0,2,1,150
Entire home/apt,40,5,5,2,150
Entire home/apt,4,5,4,1,170
Entire home/apt,11,4.5,7,2,160
Entire home/apt,36,5,6,2,180
Entire home/apt,88,5,6,1,175
Entire home/apt,8,5,2,1,150
Entire home/apt,21,4.5,8,3,175
Entire home/apt,2,0,2,1,150
Entire home/apt,79,5,2,1,150
Entire home/apt,27,5,2,1,149
Entire home/apt,66,5,3,0,160
Entire home/apt,6,5,2,1,167
Entire home/apt,54,5,4,1,150
Entire home/apt,267,5,3,1,175
Entire home/apt,1,0,2,1,150
Entire home/apt,6,5,8,4,175
Entire home/apt,12,5,5,1,150
Entire home/apt,45,4.5,4,1,142
Entire home/apt,7,5,5,3,179
Entire home/apt,7,4.5,8,2,180
Entire home/apt,11,5,2,1,150
Entire home/apt,35,5,6,2,165
Entire home/apt,3,4.5,4,2,145
Entire home/apt,51,5,5,2,165
Entire home/apt,6,5,3,1,148
Entire home/apt,14,5,4,1,164
Entire home/apt,54,4.5,2,1,169
Entire home/apt,12,5,10,3,166
Entire home/apt,6,5,3,1,175
Entire home/apt,11,4.5,4,1,150
Entire home/apt,100,5,4,1,174
Entire home/apt,21,4.5,5,3,150
Entire home/apt,4,5,4,2,165
Entire home/apt,333,5,5,1,176
Entire home/apt,39,5,4,1,150
Entire home/apt,3,4.5,9,2,168
Entire home/apt,108,5,2,1,145
Entire home/apt,11,5,3,1,180
Entire home/apt,50,5,6,2,145
Entire home/apt,6,4.5,2,1,165
Entire home/apt,3,5,6,1,145
Entire home/apt,46,4.5,6,2,159
Entire home/apt,199,5,6,2,149
Entire home/apt,6,5,2,1,150
Entire home/apt,91,4.5,6,2,145
Entire home/apt,8,5,5,2,145
Entire home/apt,1,0,5,2,160
Entire home/apt,0,0,2,2,150
Entire home/apt,1,0,4,1,179
Entire home/apt,0,0,4,2,180
Entire home/apt,0,0,4,2,150
Entire home/apt,6,5,3,1,150
Entire home/apt,0,0,2,1,150
Entire home/apt,34,5,2,1,148
Entire home/apt,20,4.5,2,1,160
Entire home/apt,1,0,2,1,165
Entire home/apt,5,5,4,1,150
Entire home/apt,20,5,2,1,174
Entire home/apt,3,5,2,1,150
Entire home/apt,4,5,4,1,151
Entire home/apt,31,4.5,6,2,159
Entire home/apt,26,5,6,2,180
Entire home/apt,26,4.5,7,5,150
Entire home/apt,97,5,8,2,169
Entire home/apt,118,4.5,8,2,154
Entire home/apt,54,5,3,2,177
Entire home/apt,34,5,5,3,160
Entire home/apt,1,0,5,2,169
Entire home/apt,138,4.5,4,2,165
Entire home/apt,13,5,3,1,150
Entire home/apt,1,0,4,1,175
Entire home/apt,3,4.5,6,2,169
Entire home/apt,149,5,2,1,180
Entire home/apt,6,5,2,1,145
Entire home/apt,9,4.5,6,2,160
Entire home/apt,13,5,4,2,166
Entire home/apt,0,0,5,2,150
Entire home/apt,10,5,2,1,160
Entire home/apt,9,5,4,2,175
Entire home/apt,49,5,4,1,169
Entire home/apt,115,5,5,2,164
Entire home/apt,9,5,3,1,165
Entire home/apt,7,4,5,2,150
Entire home/apt,90,5,3,0,145
Entire home/apt,4,5,4,1,159
Entire home/apt,58,5,4,1,172
Entire home/apt,20,4.5,4,2,175
Entire home/apt,16,5,7,2,154
Entire home/apt,19,4,6,2,169
Entire home/apt,3,4.5,3,0,165
Entire home/apt,16,5,6,2,178
Entire home/apt,45,5,4,1,149
Entire home/apt,3,5,4,1,165
Entire home/apt,32,5,2,0,155
Entire home/apt,8,5,4,1,150
Entire home/apt,3,5,6,3,160
Entire home/apt,66,5,8,3,163
Entire home/apt,51,4.5,3,1,165
Entire home/apt,67,4.5,7,3,172
Entire home/apt,36,5,2,1,170
Entire home/apt,36,5,4,1,159
Entire home/apt,15,5,4,2,169
Entire home/apt,3,5,12,3,150
Entire home/apt,0,0,4,2,150
Entire home/apt,8,4.5,12,3,169
Entire home/apt,4,4.5,8,3,180
Entire home/apt,47,5,7,3,172
Entire home/apt,1,0,4,3,145
Entire home/apt,0,0,5,2,146
Entire home/apt,10,4.5,10,4,154
Entire home/apt,1,0,2,1,150
Entire home/apt,4,4.5,4,2,150
Entire home/apt,1,0,4,0,172
Entire home/apt,170,5,4,1,150
Entire home/apt,9,5,4,1,150
Entire home/apt,3,4.5,4,2,141
Entire home/apt,6,4.5,5,1,151
Entire home/apt,1,0,4,1,149
Entire home/apt,6,4.5,3,1,150
Entire home/apt,5,5,3,1,175
Entire home/apt,71,5,5,2,175
Entire home/apt,18,5,5,2,169
Entire home/apt,69,5,4,1,150
Entire home/apt,8,5,4,2,150
Entire home/apt,44,5,3,1,170
Entire home/apt,22,5,2,0,152
Entire home/apt,15,5,3,1,169
Entire home/apt,20,5,2,0,149
Entire home/apt,25,5,6,3,170
Entire home/apt,66,4.5,6,3,167
Entire home/apt,23,4.5,4,0,165
Entire home/apt,38,5,4,1,150
Entire home/apt,0,0,4,1,150
Entire home/apt,20,4.5,6,1,150
Entire home/apt,16,5,4,2,150
Entire home/apt,19,5,3,1,150
Entire home/apt,14,5,2,1,150
Entire home/apt,39,5,4,1,150
Entire home/apt,8,4.5,4,2,176
Entire home/apt,17,5,6,3,175
Entire home/apt,6,4.5,5,2,149
Entire home/apt,15,4.5,4,0,150
Entire home/apt,41,5,4,2,175
Entire home/apt,86,4.5,6,1,175
Entire home/apt,62,5,6,2,170
Entire home/apt,98,5,2,1,145
Entire home/apt,37,5,7,2,150
Entire home/apt,89,5,4,2,149
Entire home/apt,2,0,3,1,150
Entire home/apt,15,4.5,6,1,180
Entire home/apt,34,4.5,2,1,160
Entire home/apt,2,0,4,1,150
Entire home/apt,45,5,6,1,178
Entire home/apt,8,4.5,4,2,150
Entire home/apt,38,5,6,2,160
Entire home/apt,114,5,2,1,148
Entire home/apt,10,5,10,2,149
Entire home/apt,0,0,5,3,175
Entire home/apt,0,0,4,2,152
Entire home/apt,29,5,4,2,150
Entire home/apt,0,0,3,1,170
Entire home/apt,76,5,4,1,165
Entire home/apt,28,4.5,4,2,165
Entire home/apt,75,5,3,1,159
Entire home/apt,5,5,3,1,165
Entire home/apt,127,4.5,8,2,175
Entire home/apt,92,5,2,1,145
Entire home/apt,29,5,6,1,175
Entire home/apt,12,5,4,1,150
Entire home/apt,131,5,2,1,149
Entire home/apt,83,5,4,2,142
Entire home/apt,32,5,5,2,160
Entire home/apt,41,5,4,2,150
Entire home/apt,62,5,4,1,150
Entire home/apt,41,5,4,1,145
Entire home/apt,57,5,6,2,159
Entire home/apt,47,5,6,2,142
Entire home/apt,1,0,3,1,175
Entire home/apt,47,5,6,2,149
Entire home/apt,10,5,6,2,160
Entire home/apt,20,4.5,7,2,150
Entire home/apt,3,5,3,1,150
Entire home/apt,40,4.5,3,1,145
Entire home/apt,20,5,4,1,150
Entire home/apt,17,5,3,0,157
Entire home/apt,11,5,6,3,145
Entire home/apt,47,5,3,1,175
Entire home/apt,49,5,3,1,160
Entire home/apt,3,5,6,1,149
Entire home/apt,12,5,3,0,130
Entire home/apt,13,4.5,2,0,135
Entire home/apt,2,0,5,2,125
Entire home/apt,0,0,5,1,125
Entire home/apt,0,0,3,1,140
Entire home/apt,0,0,3,1,140
Entire home/apt,1,0,2,1,129
Entire home/apt,25,4.5,6,2,125
Entire home/apt,26,5,6,2,125
Entire home/apt,9,4.5,4,2,129
Entire home/apt,1,0,6,3,140
Entire home/apt,11,5,6,2,125
Entire home/apt,0,0,3,1,135
Entire home/apt,1,0,2,0,125
Entire home/apt,9,5,4,1,125
Entire home/apt,19,5,2,1,125
Entire home/apt,19,5,4,1,125
Entire home/apt,4,5,4,1,135
Entire home/apt,8,5,2,1,128
Entire home/apt,3,4.5,3,1,130
Entire home/apt,0,0,6,3,125
Entire home/apt,1,0,2,1,125
Entire home/apt,19,5,4,1,135
Entire home/apt,5,5,2,1,140
Entire home/apt,0,0,2,0,130
Entire home/apt,0,0,3,2,135
Entire home/apt,5,3.5,2,1,139
Entire home/apt,2,0,2,1,140
Entire home/apt,0,0,2,1,125
Entire home/apt,23,5,2,1,130
Entire home/apt,1,0,4,1,129
Entire home/apt,3,5,2,1,125
Entire home/apt,10,4.5,4,2,139
Entire home/apt,12,4.5,2,1,125
Entire home/apt,92,5,3,1,124
Entire home/apt,0,0,3,1,139
Entire home/apt,0,0,3,1,130
Entire home/apt,0,0,3,1,138
Entire home/apt,0,0,3,1,131
Entire home/apt,0,0,2,1,125
Entire home/apt,0,0,3,1,135
Entire home/apt,0,0,3,1,132
Entire home/apt,0,0,3,1,136
Entire home/apt,0,0,3,1,136
Entire home/apt,0,0,3,1,134
Entire home/apt,42,4,7,3,140
Entire home/apt,0,0,2,0,125
Entire home/apt,22,5,4,2,125
Entire home/apt,19,5,2,1,130
Entire home/apt,17,4.5,3,1,129
Entire home/apt,0,0,9,4,139
Entire home/apt,0,0,4,1,130
Entire home/apt,20,5,8,3,160
Entire home/apt,4,4.5,4,1,150
Entire home/apt,2,0,4,1,175
Entire home/apt,5,5,3,1,179
Entire home/apt,18,5,6,2,175
Entire home/apt,62,5,2,1,180
Entire home/apt,113,5,7,2,145
Entire home/apt,158,5,6,2,153
Entire home/apt,103,5,6,1,150
Entire home/apt,1,0,7,3,162
Entire home/apt,154,5,4,1,145
Entire home/apt,0,0,5,1,151
Entire home/apt,0,0,2,1,150
Entire home/apt,4,5,3,1,175
Entire home/apt,11,5,4,1,165
Entire home/apt,49,5,2,1,169
Entire home/apt,147,5,6,2,175
Entire home/apt,46,4.5,8,2,159
Entire home/apt,52,5,6,2,172
Entire home/apt,31,5,5,1,149
Entire home/apt,1,0,4,1,129
Entire home/apt,4,4.5,2,1,125
Entire home/apt,3,4.5,4,2,127
Entire home/apt,54,4.5,4,1,125
Entire home/apt,27,5,6,2,125
Entire home/apt,117,4.5,2,1,135
Entire home/apt,9,4.5,3,0,125
Entire home/apt,83,5,3,1,130
Entire home/apt,70,5,4,2,130
Entire home/apt,29,5,6,2,130
Entire home/apt,79,5,6,2,129
Entire home/apt,0,0,2,1,125
Entire home/apt,28,5,2,1,135
Entire home/apt,15,4.5,3,1,140
Entire home/apt,1,0,3,1,129
Entire home/apt,0,0,3,1,138
Entire home/apt,0,0,3,1,131
Entire home/apt,0,0,2,1,139
Entire home/apt,0,0,2,0,125
Entire home/apt,28,5,3,1,138
Entire home/apt,40,4.5,3,1,125
Entire home/apt,8,4,2,1,140
Entire home/apt,0,0,4,2,133
Entire home/apt,0,0,3,1,139
Entire home/apt,0,0,3,1,136
Entire home/apt,0,0,3,1,133
Entire home/apt,1,0,3,1,134
Entire home/apt,1,0,2,1,130
Entire home/apt,51,4.5,3,1,139
Entire home/apt,13,5,5,2,125
Entire home/apt,3,5,4,1,135
Entire home/apt,19,4.5,2,1,125
Entire home/apt,0,0,3,1,135
Entire home/apt,0,0,3,1,129
Entire home/apt,2,0,3,1,129
Entire home/apt,12,5,2,0,139
Entire home/apt,3,4.5,2,0,125
Entire home/apt,14,4.5,2,0,135
Entire home/apt,0,0,3,1,127
Entire home/apt,9,4.5,2,0,125
Entire home/apt,89,5,10,4,134
Entire home/apt,4,5,4,2,140
Entire home/apt,102,5,5,1,129
Entire home/apt,0,0,6,2,135
Entire home/apt,11,4.5,8,3,139
Entire home/apt,1,0,5,2,131
Entire home/apt,9,4.5,3,1,133
Entire home/apt,16,5,6,2,138
Entire home/apt,0,0,8,3,124
Entire home/apt,16,4.5,2,1,127
Entire home/apt,29,5,3,1,125
Entire home/apt,7,4.5,3,2,130
Entire home/apt,5,5,2,0,135
Entire home/apt,2,0,2,1,135
Entire home/apt,0,0,3,1,125
Entire home/apt,0,0,4,2,139
Entire home/apt,16,5,2,1,125
Entire home/apt,7,4,2,1,125
Entire home/apt,22,5,2,1,135
Entire home/apt,55,4.5,3,1,125
Entire home/apt,19,4.5,4,1,125
Entire home/apt,2,0,2,0,129
Entire home/apt,0,0,2,0,125
Entire home/apt,0,0,2,1,140
Entire home/apt,2,0,5,2,136
Entire home/apt,2,0,3,0,136
Entire home/apt,16,5,3,1,140
Entire home/apt,86,4.5,3,1,140
Entire home/apt,0,0,4,2,140
Entire home/apt,0,0,2,1,125
Entire home/apt,11,4,6,1,135
Entire home/apt,4,5,4,1,125
Entire home/apt,4,4.5,3,0,135
Entire home/apt,98,4.5,5,1,140
Entire home/apt,73,4.5,2,1,139
Entire home/apt,95,5,6,2,129
Entire home/apt,5,4,2,0,135
Entire home/apt,2,0,3,1,135
Entire home/apt,24,4,2,0,125
Entire home/apt,2,0,2,0,123
Entire home/apt,1,0,2,0,122
Entire home/apt,12,5,2,1,140
Entire home/apt,38,4.5,1,0,139
Entire home/apt,0,0,2,1,125
Entire home/apt,6,5,3,1,125
Entire home/apt,2,0,2,0,129
Entire home/apt,97,4.5,2,0,124
Entire home/apt,8,5,2,1,136
Entire home/apt,99,4.5,2,0,135
Entire home/apt,117,4.5,2,0,123
Entire home/apt,34,5,4,2,140
Entire home/apt,88,5,4,1,130
Entire home/apt,18,5,2,1,135
Entire home/apt,4,5,4,1,125
Entire home/apt,0,0,3,0,124
Entire home/apt,0,0,4,1,125
Entire home/apt,30,5,4,1,125
Entire home/apt,12,5,3,1,127
Entire home/apt,23,4.5,3,1,125
Entire home/apt,10,4,2,0,125
Entire home/apt,0,0,4,2,127
Entire home/apt,0,0,2,1,130
Entire home/apt,0,0,3,1,135
Entire home/apt,8,5,3,1,125
Entire home/apt,3,4.5,6,2,135
Entire home/apt,0,0,3,1,125
Entire home/apt,0,0,4,1,125
Entire home/apt,31,5,3,1,140
Entire home/apt,2,0,3,1,125
Entire home/apt,58,4.5,6,2,125
Entire home/apt,0,0,4,1,125
Entire home/apt,0,0,4,1,130
Entire home/apt,5,5,2,1,127
Entire home/apt,2,0,5,2,125
Entire home/apt,1,0,6,2,133
Entire home/apt,77,4.5,6,2,131
Entire home/apt,30,5,4,0,139
Entire home/apt,2,0,4,1,125
Entire home/apt,25,4.5,4,1,125
Entire home/apt,3,4.5,6,3,125
Entire home/apt,16,5,3,1,125
Entire home/apt,2,0,2,0,129
Entire home/apt,0,0,4,1,125
Entire home/apt,20,4.5,2,1,125
Entire home/apt,9,4.5,4,1,125
Entire home/apt,7,5,4,2,125
Entire home/apt,71,4.5,3,1,140
Entire home/apt,11,5,2,1,125
Entire home/apt,1,0,2,0,125
Entire home/apt,0,0,2,1,125
Entire home/apt,11,5,2,1,130
Entire home/apt,5,5,2,1,125
Entire home/apt,1,0,4,2,130
Entire home/apt,0,0,6,3,130
Entire home/apt,0,0,4,1,138
Entire home/apt,5,5,1,1,140
Entire home/apt,2,0,3,1,125
Entire home/apt,12,5,4,1,125
Entire home/apt,0,0,2,1,130
Entire home/apt,4,5,3,1,125
Entire home/apt,1,0,3,1,126
Entire home/apt,1,0,2,1,139
Entire home/apt,0,0,2,0,130
Entire home/apt,21,4.5,4,1,125
Entire home/apt,13,5,4,0,127
Entire home/apt,4,4.5,2,1,135
Entire home/apt,21,5,3,0,131
Entire home/apt,9,5,6,2,139
Entire home/apt,37,5,4,1,130
Entire home/apt,12,5,2,1,130
Entire home/apt,5,5,3,2,139
Entire home/apt,10,4.5,4,1,125
Entire home/apt,1,0,5,2,137
Entire home/apt,3,5,4,1,125
Entire home/apt,25,5,3,1,140
Entire home/apt,6,5,3,0,140
Entire home/apt,0,0,2,0,126
Entire home/apt,11,5,2,1,140
Entire home/apt,10,4.5,3,1,125
Entire home/apt,3,4,2,0,129
Entire home/apt,0,0,3,1,129
Entire home/apt,0,0,4,1,130
Entire home/apt,13,5,5,2,122
Entire home/apt,68,5,3,0,140
Entire home/apt,27,4.5,6,2,125
Entire home/apt,0,0,4,1,134
Entire home/apt,24,5,10,4,122
Entire home/apt,9,4.5,4,2,128
Entire home/apt,0,0,4,1,139
Entire home/apt,7,5,3,0,140
Entire home/apt,11,5,2,1,129
Entire home/apt,22,5,2,0,125
Entire home/apt,9,5,2,0,130
Entire home/apt,0,0,6,2,140
Entire home/apt,3,4.5,3,1,140
Entire home/apt,80,4.5,3,0,139
Entire home/apt,98,4.5,3,1,140
Entire home/apt,26,4.5,5,2,140
Entire home/apt,25,5,4,1,125
Entire home/apt,8,5,2,0,125
Entire home/apt,30,5,3,1,135
Entire home/apt,48,5,2,1,125
Entire home/apt,117,5,2,1,125
Entire home/apt,0,0,2,1,125
Entire home/apt,0,0,2,1,130
Entire home/apt,5,5,3,1,129
Entire home/apt,0,0,4,2,135
Entire home/apt,1,0,3,1,125
Entire home/apt,0,0,3,1,125
Entire home/apt,133,5,4,1,135
Entire home/apt,2,0,2,0,135
Entire home/apt,62,4.5,6,2,129
Entire home/apt,48,4.5,4,1,135
Entire home/apt,15,5,3,1,140
Entire home/apt,1,0,2,1,129
Entire home/apt,10,5,2,0,129
Entire home/apt,52,5,4,1,139
Entire home/apt,69,4.5,6,2,137
Entire home/apt,64,4.5,3,1,129
Entire home/apt,10,5,4,1,125
Entire home/apt,250,5,2,1,126
Entire home/apt,7,4.5,6,2,125
Entire home/apt,104,4.5,6,3,139
Entire home/apt,0,0,6,2,134
Entire home/apt,20,4.5,4,2,135
Entire home/apt,26,5,4,1,130
Entire home/apt,13,5,4,1,130
Entire home/apt,134,5,2,1,129
Entire home/apt,10,4.5,6,2,129
Entire home/apt,17,5,6,1,125
Entire home/apt,78,5,4,1,130
Entire home/apt,6,5,8,2,124
Entire home/apt,14,5,2,1,125
Entire home/apt,2,0,3,1,125
Entire home/apt,2,0,3,1,135
Entire home/apt,11,3.5,9,4,130
Entire home/apt,0,0,4,1,140
Entire home/apt,96,5,4,0,129
Entire home/apt,1,0,5,1,139
Entire home/apt,293,4.5,6,1,129
Entire home/apt,15,5,4,2,125
Entire home/apt,0,0,4,1,130
Entire home/apt,4,5,2,1,135
Entire home/apt,15,5,4,1,125
Entire home/apt,22,5,3,1,125
Entire home/apt,13,5,3,1,135
Entire home/apt,18,5,2,1,135
