room_type,reviews,overall_satisfaction,accommodates,bedrooms,price
Entire home/apt,0,0,1,1,120
Entire home/apt,1,0,2,0,120
Entire home/apt,1,0,2,0,120
Entire home/apt,31,4.5,4,1,110
Entire home/apt,0,0,2,1,105
Entire home/apt,41,5,5,1,108
Entire home/apt,25,5,5,2,119
Entire home/apt,1,0,4,0,105
Entire home/apt,0,0,4,1,119
Entire home/apt,48,5,4,0,113
Entire home/apt,46,5,4,1,110
Entire home/apt,0,0,4,1,110
Entire home/apt,31,4.5,2,0,110
Entire home/apt,77,5,4,2,115
Entire home/apt,0,0,2,0,120
Entire home/apt,92,5,4,1,115
Entire home/apt,4,5,2,0,119
Entire home/apt,15,4.5,4,2,109
Entire home/apt,6,5,2,1,109
Entire home/apt,72,4.5,4,1,119
Entire home/apt,5,4.5,4,2,104
Entire home/apt,2,0,2,1,104
Entire home/apt,1,0,4,1,115
Entire home/apt,3,4.5,4,1,109
Entire home/apt,4,5,2,0,109
Entire home/apt,1,0,2,1,120
Entire home/apt,0,0,5,2,110
Entire home/apt,3,5,3,1,120
Entire home/apt,10,5,4,1,111
Entire home/apt,1,0,2,1,115
Entire home/apt,0,0,3,1,115
Entire home/apt,2,0,3,2,100
Entire home/apt,0,0,4,0,107
Entire home/apt,103,5,4,1,120
Entire home/apt,0,0,4,2,120
Entire home/apt,3,5,2,1,108
Entire home/apt,19,4.5,4,0,105
Entire home/apt,3,4.5,4,0,105
Entire home/apt,166,5,4,1,119
Entire home/apt,4,5,4,1,110
Entire home/apt,1,0,4,2,118
Entire home/apt,187,4.5,4,1,120
Entire home/apt,18,5,2,1,112
Entire home/apt,8,5,3,1,120
Entire home/apt,1,0,4,1,115
Entire home/apt,22,5,4,2,109
Entire home/apt,97,5,2,1,109
Entire home/apt,7,5,2,1,118
Entire home/apt,16,5,2,1,120
Entire home/apt,0,0,8,2,120
Entire home/apt,5,4,4,2,109
Entire home/apt,16,4.5,6,3,115
Entire home/apt,1,0,2,1,110
Entire home/apt,1,0,6,3,117
Entire home/apt,19,4,4,2,119
Entire home/apt,0,0,2,1,119
Entire home/apt,27,5,2,1,104
Entire home/apt,0,0,2,1,120
Entire home/apt,5,5,3,0,115
Entire home/apt,3,4,2,0,115
Entire home/apt,6,5,3,1,105
Entire home/apt,0,0,2,1,115
Entire home/apt,2,0,4,1,110
Entire home/apt,17,5,2,1,120
Entire home/apt,0,0,4,1,118
Entire home/apt,16,5,2,1,120
Entire home/apt,5,4,4,1,110
Entire home/apt,4,5,3,1,118
Entire home/apt,55,5,3,0,120
Entire home/apt,64,5,2,0,115
Entire home/apt,7,5,4,1,111
Entire home/apt,13,4.5,3,2,109
Entire home/apt,7,4.5,2,1,116
Entire home/apt,35,4.5,4,1,110
Entire home/apt,10,5,4,1,120
Entire home/apt,149,5,5,1,119
Entire home/apt,21,5,4,1,120
Entire home/apt,11,4.5,5,1,119
Entire home/apt,2,0,3,1,103
Entire home/apt,3,4.5,2,1,110
Entire home/apt,42,5,2,0,120
Entire home/apt,15,5,3,1,120
Entire home/apt,1,0,3,1,120
Entire home/apt,1,0,2,0,119
Entire home/apt,0,0,2,0,120
Entire home/apt,1,0,4,0,110
Entire home/apt,0,0,2,1,115
Entire home/apt,15,5,3,0,115
Entire home/apt,30,4.5,4,1,110
Entire home/apt,74,4.5,3,1,110
Entire home/apt,44,5,4,0,105
Entire home/apt,21,4.5,4,1,120
Entire home/apt,15,5,6,2,110
Entire home/apt,11,5,3,1,112
Entire home/apt,14,5,6,2,109
Entire home/apt,79,5,4,2,116
Entire home/apt,4,5,2,1,110
Entire home/apt,25,5,2,1,115
Entire home/apt,61,4.5,2,1,109
Entire home/apt,1,0,3,1,105
Entire home/apt,25,5,4,1,110
Entire home/apt,14,5,3,1,110
Entire home/apt,15,5,3,1,109
Entire home/apt,66,4.5,6,0,107
Entire home/apt,45,4.5,3,1,125
Entire home/apt,2,0,4,2,130
Entire home/apt,125,5,5,2,140
Entire home/apt,17,5,5,1,135
Entire home/apt,40,5,4,1,138
Entire home/apt,64,5,6,2,140
Entire home/apt,20,5,4,1,125
Entire home/apt,63,5,5,1,135
Entire home/apt,51,5,2,0,125
Entire home/apt,18,5,3,2,125
Entire home/apt,97,5,4,1,130
Entire home/apt,4,5,5,2,135
Entire home/apt,28,5,4,2,140
Entire home/apt,58,4.5,6,2,131
Entire home/apt,5,5,3,1,132
Entire home/apt,15,5,5,2,139
Entire home/apt,55,5,5,2,140
Entire home/apt,10,4.5,2,1,123
Entire home/apt,6,5,3,1,138
Entire home/apt,11,4.5,6,3,125
Entire home/apt,21,5,2,1,125
Entire home/apt,32,5,5,1,132
Entire home/apt,113,5,3,1,130
Entire home/apt,58,5,4,1,129
Entire home/apt,84,5,4,0,130
Entire home/apt,89,5,3,0,130
Entire home/apt,45,4.5,5,1,140
Entire home/apt,15,4.5,2,1,125
Entire home/apt,8,4.5,4,1,125
Entire home/apt,4,5,2,1,133
Entire home/apt,99,5,4,1,135
Entire home/apt,29,5,4,1,125
Entire home/apt,22,5,4,1,129
Entire home/apt,6,4.5,5,2,135
Entire home/apt,29,5,4,1,125
Entire home/apt,14,4.5,4,1,125
Entire home/apt,2,0,4,1,132
Entire home/apt,78,5,6,2,139
Entire home/apt,105,5,4,1,130
Entire home/apt,121,5,2,1,129
Entire home/apt,23,4.5,2,1,125
Entire home/apt,7,5,4,1,125
Entire home/apt,3,4,4,2,134
Entire home/apt,51,5,2,1,140
Entire home/apt,9,4.5,3,1,125
Entire home/apt,167,4.5,4,1,129
Entire home/apt,39,5,4,1,125
Entire home/apt,78,5,2,1,129
Entire home/apt,15,5,4,1,131
Entire home/apt,43,5,3,2,140
Entire home/apt,85,4.5,3,1,129
Entire home/apt,1,0,4,1,125
Entire home/apt,136,5,2,0,140
Entire home/apt,64,5,5,2,133
Entire home/apt,27,5,3,2,135
Entire home/apt,18,5,2,1,125
Entire home/apt,55,5,2,1,130
Entire home/apt,34,5,4,2,123
Entire home/apt,40,5,2,1,129
Entire home/apt,4,5,4,1,130
Entire home/apt,63,4.5,2,0,129
Entire home/apt,56,5,4,1,130
Entire home/apt,8,5,2,0,135
Entire home/apt,57,5,2,1,125
Entire home/apt,191,5,9,2,134
Entire home/apt,100,5,3,1,125
Entire home/apt,9,5,4,1,130
Entire home/apt,0,0,2,0,135
Entire home/apt,39,5,2,1,129
Entire home/apt,84,5,4,0,125
Entire home/apt,39,5,2,1,135
Entire home/apt,126,5,2,1,129
Entire home/apt,11,5,2,0,130
Entire home/apt,23,5,6,2,135
Entire home/apt,37,5,4,1,135
Entire home/apt,11,4.5,4,1,125
Entire home/apt,11,4.5,4,1,129
Entire home/apt,75,5,3,1,129
Entire home/apt,25,5,2,0,135
Entire home/apt,120,5,4,1,125
Entire home/apt,8,5,3,1,125
Entire home/apt,26,5,4,1,123
Entire home/apt,94,4.5,4,1,140
Entire home/apt,93,5,6,1,130
Entire home/apt,9,5,4,1,135
Entire home/apt,14,5,2,0,128
Entire home/apt,9,5,1,0,125
Entire home/apt,104,5,5,1,124
Entire home/apt,4,5,4,1,135
Entire home/apt,10,5,4,1,125
Entire home/apt,1,0,4,1,105
Entire home/apt,10,5,4,1,115
Entire home/apt,34,4.5,3,0,110
Entire home/apt,54,5,3,0,120
Entire home/apt,15,5,3,0,120
Entire home/apt,48,4.5,2,1,108
Entire home/apt,11,4.5,4,1,113
Entire home/apt,15,5,2,1,120
Entire home/apt,106,4.5,7,0,117
Entire home/apt,106,4.5,7,0,117
Entire home/apt,3,5,2,1,110
Entire home/apt,9,5,2,1,110
Entire home/apt,16,5,3,0,105
Entire home/apt,16,5,2,0,110
Entire home/apt,132,5,3,0,115
Entire home/apt,145,5,3,1,109
Entire home/apt,39,5,5,0,120
Entire home/apt,29,5,3,0,110
Entire home/apt,8,5,4,2,110
Entire home/apt,20,5,4,1,120
Entire home/apt,136,5,2,1,115
Entire home/apt,118,4.5,4,1,115
Entire home/apt,18,5,4,1,115
Entire home/apt,23,5,4,1,110
Entire home/apt,0,0,6,1,112
Entire home/apt,1,0,3,1,115
Entire home/apt,2,0,5,2,115
Entire home/apt,18,4.5,2,1,105
Entire home/apt,0,0,4,1,120
Entire home/apt,2,0,4,1,112
Entire home/apt,8,5,2,0,120
Entire home/apt,2,0,5,3,115
Entire home/apt,5,5,5,3,105
Entire home/apt,2,0,6,2,120
Entire home/apt,105,4.5,4,1,103
Entire home/apt,2,0,4,2,120
Entire home/apt,26,5,4,2,114
Entire home/apt,18,5,3,1,114
Entire home/apt,22,4.5,4,1,106
Entire home/apt,0,0,2,0,120
Entire home/apt,11,5,4,1,120
Entire home/apt,225,5,4,1,120
Entire home/apt,6,5,6,2,105
Entire home/apt,3,4.5,6,2,105
Entire home/apt,2,0,4,2,120
Entire home/apt,40,5,3,1,105
Entire home/apt,28,5,6,1,118
Entire home/apt,12,5,5,2,113
Entire home/apt,6,5,3,2,120
Entire home/apt,184,4.5,3,0,105
Entire home/apt,51,4.5,6,2,120
Entire home/apt,23,5,4,1,120
Entire home/apt,3,5,4,2,120
Entire home/apt,27,5,2,1,110
Entire home/apt,42,4.5,4,2,102
Entire home/apt,26,5,2,0,119
Entire home/apt,4,4.5,2,2,120
Entire home/apt,6,5,4,1,115
Entire home/apt,3,5,3,1,110
Entire home/apt,0,0,3,1,120
Entire home/apt,18,5,4,1,115
Entire home/apt,3,5,2,1,109
Entire home/apt,14,4,5,1,110
Entire home/apt,30,5,4,1,110
Entire home/apt,6,4,2,1,109
Entire home/apt,25,5,3,1,103
Entire home/apt,3,5,7,3,110
Entire home/apt,7,5,3,1,119
Entire home/apt,4,5,2,1,110
Entire home/apt,9,5,2,1,110
Entire home/apt,89,5,4,1,109
Entire home/apt,9,4.5,2,1,120
Entire home/apt,13,5,9,3,118
Entire home/apt,26,5,4,1,119
Entire home/apt,0,0,1,1,115
Entire home/apt,2,0,4,2,114
Entire home/apt,2,0,2,1,110
Entire home/apt,3,5,4,1,109
Entire home/apt,112,4.5,3,0,105
Entire home/apt,81,5,5,2,119
Entire home/apt,192,4.5,3,0,102
Entire home/apt,24,5,6,2,116
Entire home/apt,19,4.5,4,1,120
Entire home/apt,28,4.5,3,1,119
Entire home/apt,129,5,4,1,105
Entire home/apt,10,4.5,3,1,104
Entire home/apt,1,0,4,1,105
Entire home/apt,62,5,2,0,110
Entire home/apt,14,5,3,1,106
Entire home/apt,41,5,4,1,120
Entire home/apt,50,5,2,1,118
Entire home/apt,41,5,3,1,120
Entire home/apt,24,5,6,1,108
Entire home/apt,32,5,4,1,115
Entire home/apt,13,5,4,1,115
Entire home/apt,82,5,8,2,120
Entire home/apt,22,5,4,1,104
Entire home/apt,49,5,5,2,120
Entire home/apt,1,0,2,1,120
Entire home/apt,32,5,6,2,110
Entire home/apt,118,4.5,3,1,119
Entire home/apt,18,4,4,1,101
Entire home/apt,73,5,4,1,119
Entire home/apt,150,5,4,1,110
Entire home/apt,19,4.5,4,1,120
Entire home/apt,16,5,3,1,115
Entire home/apt,17,5,4,1,104
Entire home/apt,84,4.5,4,1,120
Entire home/apt,21,4.5,6,2,115
Entire home/apt,1,0,6,2,118
Entire home/apt,1,0,6,2,120
Entire home/apt,59,5,3,1,105
Entire home/apt,18,5,4,1,109
Entire home/apt,103,5,3,1,118
Entire home/apt,0,0,5,2,120
Entire home/apt,65,5,5,1,120
Entire home/apt,4,4.5,6,2,117
Entire home/apt,14,5,2,0,115
Entire home/apt,42,4.5,3,0,115
Entire home/apt,3,4.5,5,1,109
Entire home/apt,37,5,4,1,109
Entire home/apt,3,5,1,1,105
Entire home/apt,95,4.5,3,1,112
Entire home/apt,141,5,4,1,110
Entire home/apt,135,4.5,4,0,120
Entire home/apt,64,5,4,1,117
Entire home/apt,45,5,4,1,120
Entire home/apt,146,5,7,2,120
Entire home/apt,102,5,4,1,101
Entire home/apt,37,5,3,1,120
Entire home/apt,91,5,2,1,114
Entire home/apt,130,4.5,4,0,111
Entire home/apt,84,4.5,4,1,115
Entire home/apt,47,5,2,1,104
Entire home/apt,10,5,6,2,106
Entire home/apt,2,0,4,1,109
Entire home/apt,20,5,10,3,111
Entire home/apt,115,5,7,3,115
Entire home/apt,75,5,2,0,110
Entire home/apt,63,5,2,0,110
Entire home/apt,59,5,2,1,105
Entire home/apt,32,4.5,6,2,115
Entire home/apt,40,5,4,1,120
Entire home/apt,147,4.5,6,2,115
Entire home/apt,10,5,2,0,120
Entire home/apt,0,0,4,2,115
Entire home/apt,53,4.5,2,1,114
Entire home/apt,21,5,2,0,102
Entire home/apt,0,0,4,0,112
Entire home/apt,77,5,4,1,115
Entire home/apt,12,5,8,2,101
Entire home/apt,46,5,6,2,110
Entire home/apt,10,5,2,0,120
Entire home/apt,18,4.5,6,2,115
Entire home/apt,34,4.5,5,1,109
Entire home/apt,161,5,6,2,105
Entire home/apt,1,0,3,1,105
Entire home/apt,144,4.5,3,1,109
Entire home/apt,7,5,6,2,115
Entire home/apt,0,0,2,1,120
Entire home/apt,91,4.5,2,0,116
Entire home/apt,84,5,3,1,104
Entire home/apt,16,5,7,3,110
Entire home/apt,29,5,6,2,117
Entire home/apt,3,5,4,2,105
Entire home/apt,27,5,4,2,112
Entire home/apt,106,4.5,10,3,106
Entire home/apt,149,5,3,1,110
Entire home/apt,77,5,6,2,115
Entire home/apt,4,5,4,1,110
Entire home/apt,80,4.5,2,0,107
Entire home/apt,10,5,4,1,117
Entire home/apt,1,0,2,1,105
Entire home/apt,103,5,3,1,120
Entire home/apt,2,0,4,1,115
Entire home/apt,63,5,2,1,115
Entire home/apt,44,5,2,1,108
Entire home/apt,24,4.5,4,1,109
Entire home/apt,60,5,2,0,120
Entire home/apt,9,5,5,1,117
Entire home/apt,37,5,4,0,110
Entire home/apt,7,5,5,3,120
Entire home/apt,106,5,4,1,120
Entire home/apt,31,4.5,2,1,105
Entire home/apt,78,5,2,1,111
Entire home/apt,0,0,3,1,105
Entire home/apt,4,4,3,0,119
Entire home/apt,168,4.5,4,1,104
Entire home/apt,9,5,4,1,120
Entire home/apt,19,5,2,1,115
Entire home/apt,7,4.5,2,1,115
Entire home/apt,3,5,3,0,120
Entire home/apt,0,0,2,1,115
Entire home/apt,1,0,3,0,120
Entire home/apt,30,4.5,2,0,110
Entire home/apt,3,5,3,1,120
Entire home/apt,11,5,5,1,110
Entire home/apt,0,0,2,1,120
Entire home/apt,2,0,3,1,105
Entire home/apt,15,4.5,4,1,115
Entire home/apt,0,0,4,1,110
Entire home/apt,41,5,4,1,119
Entire home/apt,7,5,2,0,110
Entire home/apt,48,5,3,0,113
Entire home/apt,17,4.5,4,1,107
Entire home/apt,0,0,2,0,109
Entire home/apt,21,4.5,4,1,119
Entire home/apt,3,5,5,1,119
Entire home/apt,9,4.5,4,1,110
Entire home/apt,17,5,4,2,120
Entire home/apt,3,4.5,4,2,110
Entire home/apt,17,5,3,1,119
Entire home/apt,18,4.5,3,1,107
Entire home/apt,10,5,2,1,110
Entire home/apt,6,4.5,3,1,103
Entire home/apt,3,4.5,2,1,105
Entire home/apt,1,0,3,1,119
Entire home/apt,3,5,1,1,120
Entire home/apt,26,4,4,1,119
Entire home/apt,7,5,2,1,115
Entire home/apt,0,0,2,1,118
Entire home/apt,5,5,4,1,101
Entire home/apt,0,0,3,0,120
Entire home/apt,8,5,2,1,105
Entire home/apt,0,0,2,1,115
Entire home/apt,2,0,3,1,114
Entire home/apt,0,0,2,1,103
Entire home/apt,313,4.5,6,1,119
Entire home/apt,5,4.5,2,1,107
Entire home/apt,1,0,3,1,109
Entire home/apt,0,0,2,0,120
Entire home/apt,64,4.5,2,0,120
Entire home/apt,7,5,2,1,105
Entire home/apt,7,5,2,0,110
Entire home/apt,67,5,5,2,118
Entire home/apt,2,0,2,1,120
Entire home/apt,24,4.5,4,1,119
Entire home/apt,8,5,2,1,105
Entire home/apt,95,5,4,1,112
Entire home/apt,8,4.5,2,1,110
Entire home/apt,15,4.5,4,1,110
Entire home/apt,41,4.5,6,2,120
Entire home/apt,2,0,2,0,120
Entire home/apt,0,0,4,1,119
Entire home/apt,0,0,3,1,120
Entire home/apt,9,4.5,2,0,119
Entire home/apt,24,4.5,2,1,120
Entire home/apt,42,5,4,1,120
Entire home/apt,31,4.5,4,1,119
Entire home/apt,24,5,2,0,106
Entire home/apt,10,5,2,1,119
Entire home/apt,157,5,4,1,120
Entire home/apt,57,4.5,3,0,115
Entire home/apt,1,0,3,0,118
Entire home/apt,3,5,4,1,109
Entire home/apt,42,4.5,6,1,109
Entire home/apt,11,5,3,1,120
Entire home/apt,122,5,4,0,117
Entire home/apt,178,5,3,1,118
Entire home/apt,119,5,2,1,111
Entire home/apt,83,5,4,1,111
Entire home/apt,2,0,4,1,109
Entire home/apt,0,0,2,1,115
Entire home/apt,8,4.5,2,1,120
Entire home/apt,102,5,4,1,120
Entire home/apt,1,0,4,0,116
Entire home/apt,3,4.5,2,1,120
Entire home/apt,3,4.5,2,1,110
Entire home/apt,11,4.5,5,1,117
Entire home/apt,6,5,2,1,120
Entire home/apt,5,5,4,1,110
Entire home/apt,28,4.5,4,1,102
Entire home/apt,0,0,6,2,120
Entire home/apt,12,5,4,1,120
Entire home/apt,3,5,3,1,110
Entire home/apt,28,4.5,3,1,105
Entire home/apt,10,5,4,2,105
Entire home/apt,3,4.5,2,1,110
Entire home/apt,34,4.5,3,1,110
Entire home/apt,1,0,3,1,120
Entire home/apt,10,4.5,4,0,119
Entire home/apt,2,0,9,4,119
Entire home/apt,3,5,2,1,120
Entire home/apt,1,0,4,1,119
Entire home/apt,0,0,4,0,120
Entire home/apt,49,5,2,1,120
Entire home/apt,2,0,5,1,110
Entire home/apt,36,5,3,1,119
Entire home/apt,3,5,1,0,110
Entire home/apt,6,5,2,0,109
Entire home/apt,7,4.5,2,1,115
Entire home/apt,26,5,2,0,116
Entire home/apt,27,5,2,1,104
Entire home/apt,2,0,2,0,115
Entire home/apt,46,4.5,2,1,109
Entire home/apt,6,5,3,1,105
Entire home/apt,24,5,4,1,119
Entire home/apt,2,0,4,1,120
Entire home/apt,6,5,2,1,117
Entire home/apt,5,4.5,2,0,107
Entire home/apt,4,5,2,0,120
Entire home/apt,18,5,2,1,119
Entire home/apt,7,4.5,7,2,105
Entire home/apt,58,4.5,7,2,102
Entire home/apt,0,0,3,1,110
Entire home/apt,60,4.5,4,1,118
Entire home/apt,0,0,2,1,108
Entire home/apt,23,4.5,2,1,105
Entire home/apt,7,4.5,5,1,108
Entire home/apt,2,0,3,1,120
Entire home/apt,4,4,2,1,116
Entire home/apt,36,4.5,4,1,119
Entire home/apt,0,0,2,0,115
Entire home/apt,29,5,4,1,119
Entire home/apt,10,4.5,4,1,120
Entire home/apt,27,5,1,1,119
Entire home/apt,9,4.5,3,1,110
Entire home/apt,1,0,2,1,110
Entire home/apt,27,5,2,1,115
Entire home/apt,3,4.5,4,2,110
Entire home/apt,15,5,3,1,115
Entire home/apt,7,4.5,4,1,105
Entire home/apt,21,5,2,0,120
Entire home/apt,5,4.5,2,1,105
Entire home/apt,1,0,6,2,105
Entire home/apt,5,5,3,1,120
Entire home/apt,16,5,2,1,110
Entire home/apt,4,2,2,0,108
Entire home/apt,5,5,3,1,120
Entire home/apt,19,5,4,1,119
Entire home/apt,19,5,3,1,103
Entire home/apt,25,5,4,2,110
Entire home/apt,59,4.5,4,1,117
Entire home/apt,113,5,3,1,112
Entire home/apt,22,5,4,0,110
Entire home/apt,1,0,3,0,119
Entire home/apt,24,5,2,1,120
Entire home/apt,230,4.5,6,2,115
Entire home/apt,7,4.5,2,1,120
Entire home/apt,9,5,2,1,110
Entire home/apt,0,0,2,1,115
Entire home/apt,83,5,6,2,109
Entire home/apt,4,3.5,4,2,110
Entire home/apt,15,5,2,1,105
Entire home/apt,240,4.5,3,0,120
Entire home/apt,8,4.5,4,0,120
Entire home/apt,11,5,2,0,110
Entire home/apt,6,5,4,2,107
Entire home/apt,0,0,2,0,117
Entire home/apt,20,5,3,1,117
Entire home/apt,3,5,6,1,109
Entire home/apt,115,4.5,4,2,120
Entire home/apt,0,0,4,2,105
Entire home/apt,0,0,4,2,120
Entire home/apt,0,0,3,2,117
Entire home/apt,3,4.5,2,1,110
Entire home/apt,13,5,4,1,115
Entire home/apt,3,5,4,1,120
Entire home/apt,18,5,6,1,120
Entire home/apt,81,5,4,1,105
Entire home/apt,76,5,4,1,109
Entire home/apt,8,5,4,2,120
Entire home/apt,86,5,4,1,119
Entire home/apt,33,5,3,1,120
Entire home/apt,4,5,4,1,102
Entire home/apt,29,5,5,2,120
Entire home/apt,63,5,4,1,105
Entire home/apt,12,5,4,1,110
Entire home/apt,110,5,2,0,113
Entire home/apt,10,5,3,0,119
Entire home/apt,17,4.5,4,1,115
Entire home/apt,105,5,4,1,109
Entire home/apt,43,5,4,0,104
Entire home/apt,0,0,2,1,100
Entire home/apt,19,5,3,1,95
Entire home/apt,5,5,3,1,95
Entire home/apt,0,0,4,1,100
Entire home/apt,2,0,4,1,89
Entire home/apt,5,5,2,1,100
Entire home/apt,19,4.5,5,3,99
Entire home/apt,2,0,4,3,88
Entire home/apt,0,0,3,1,93
Entire home/apt,0,0,4,2,100
Entire home/apt,38,4.5,4,1,100
Entire home/apt,17,5,4,1,100
Entire home/apt,28,5,4,2,100
Entire home/apt,5,4.5,4,2,89
Entire home/apt,32,4.5,4,0,95
Entire home/apt,30,4.5,2,0,90
Entire home/apt,57,5,4,1,99
Entire home/apt,8,5,2,1,100
Entire home/apt,35,4.5,2,1,100
Entire home/apt,15,5,2,1,89
Entire home/apt,10,5,3,1,85
Entire home/apt,17,5,3,1,99
Entire home/apt,0,0,2,1,85
Entire home/apt,4,4.5,4,1,90
Entire home/apt,0,0,3,1,100
Entire home/apt,0,0,3,1,90
Entire home/apt,0,0,4,1,91
Entire home/apt,0,0,3,1,95
Entire home/apt,0,0,5,1,98
Entire home/apt,0,0,4,2,100
Entire home/apt,4,5,2,1,100
Entire home/apt,1,0,2,0,85
Entire home/apt,13,5,2,1,95
Entire home/apt,0,0,8,1,100
Entire home/apt,12,5,5,1,99
Entire home/apt,15,4.5,4,1,99
Entire home/apt,3,4.5,3,1,91
Entire home/apt,1,0,4,0,99
Entire home/apt,2,0,2,0,100
Entire home/apt,29,5,2,1,90
Entire home/apt,4,5,2,1,90
Entire home/apt,14,5,4,1,96
Entire home/apt,35,5,5,2,87
Entire home/apt,9,5,6,1,99
Entire home/apt,11,5,4,2,100
Entire home/apt,0,0,3,1,89
Entire home/apt,16,4.5,2,0,96
Entire home/apt,17,5,3,0,90
Entire home/apt,0,0,4,1,90
Entire home/apt,2,0,4,0,90
Entire home/apt,29,4.5,4,1,100
Entire home/apt,4,5,3,0,85
Entire home/apt,14,5,3,1,85
Entire home/apt,9,4.5,2,1,95
Entire home/apt,3,5,4,1,110
Entire home/apt,19,5,4,2,105
Entire home/apt,20,5,3,1,119
Entire home/apt,9,4.5,3,1,119
Entire home/apt,67,5,2,1,115
Entire home/apt,67,5,2,1,119
Entire home/apt,138,4.5,6,1,115
Entire home/apt,19,5,4,1,120
Entire home/apt,27,5,4,1,108
Entire home/apt,14,5,6,2,115
Entire home/apt,57,5,4,1,118
Entire home/apt,53,5,2,1,105
Entire home/apt,32,5,2,1,120
Entire home/apt,88,4.5,2,0,120
Entire home/apt,74,5,4,1,111
Entire home/apt,117,5,2,0,120
Entire home/apt,40,5,2,0,105
Entire home/apt,36,5,4,0,110
Entire home/apt,17,4.5,3,1,111
Entire home/apt,16,5,4,1,110
Entire home/apt,4,5,5,1,110
Entire home/apt,19,5,4,1,105
Entire home/apt,10,5,8,2,104
Entire home/apt,82,4.5,2,1,105
Entire home/apt,63,5,3,1,103
Entire home/apt,41,5,4,1,120
Entire home/apt,209,5,2,1,120
Entire home/apt,14,5,4,1,120
Entire home/apt,20,4.5,4,1,106
Entire home/apt,287,5,2,0,115
Entire home/apt,4,4.5,4,0,115
Entire home/apt,110,5,4,1,120
Entire home/apt,106,5,2,1,110
Entire home/apt,70,5,4,1,115
Entire home/apt,207,5,4,1,106
Entire home/apt,173,5,4,0,120
Entire home/apt,14,5,4,1,110
Entire home/apt,59,5,4,2,101
Entire home/apt,33,5,4,1,120
Entire home/apt,31,4.5,3,0,101
Entire home/apt,98,4.5,2,1,120
Entire home/apt,2,0,4,0,120
Entire home/apt,73,5,2,1,115
Entire home/apt,8,5,2,1,115
Entire home/apt,17,4.5,4,0,120
Entire home/apt,21,4.5,4,2,115
Entire home/apt,4,4,4,1,105
Entire home/apt,20,4.5,2,1,113
Entire home/apt,81,5,6,2,120
Entire home/apt,4,4.5,2,1,104
Entire home/apt,320,4.5,4,1,108
Entire home/apt,51,5,2,1,120
Entire home/apt,72,5,4,1,120
Entire home/apt,33,4.5,4,2,104
Entire home/apt,17,4.5,5,2,115
Entire home/apt,12,5,3,1,115
Entire home/apt,4,5,2,1,110
Entire home/apt,90,5,6,1,112
Entire home/apt,152,4.5,6,2,105
Entire home/apt,2,0,3,1,110
Entire home/apt,50,5,3,1,120
Entire home/apt,66,4,4,1,115
Entire home/apt,52,5,4,1,120
Entire home/apt,78,5,4,2,110
Entire home/apt,26,5,2,1,120
Entire home/apt,42,5,3,1,120
Entire home/apt,24,5,3,0,108
Entire home/apt,19,4.5,4,1,116
Entire home/apt,39,5,2,0,119
Entire home/apt,150,5,4,1,109
Entire home/apt,74,5,2,1,119
Entire home/apt,15,4.5,4,1,109
Entire home/apt,244,4.5,4,1,118
Entire home/apt,317,4.5,4,1,107
Entire home/apt,329,4.5,4,1,117
Entire home/apt,34,5,4,1,115
Entire home/apt,106,4.5,6,2,113
Entire home/apt,44,5,4,1,115
Entire home/apt,78,5,4,1,120
Entire home/apt,27,5,2,1,119
Entire home/apt,71,5,3,0,109
Entire home/apt,209,4.5,4,1,104
Entire home/apt,99,5,3,1,115
Entire home/apt,38,5,5,1,110
Entire home/apt,0,0,2,0,112
Entire home/apt,17,5,5,1,110
Entire home/apt,22,5,4,1,115
Entire home/apt,26,5,4,1,110
Entire home/apt,122,5,2,1,110
Entire home/apt,32,5,2,0,110
Entire home/apt,20,5,2,1,115
Entire home/apt,2,0,3,1,110
Entire home/apt,26,5,4,1,105
Entire home/apt,25,5,2,1,110
Entire home/apt,4,5,5,2,120
Entire home/apt,163,5,4,1,115
Entire home/apt,137,5,9,2,120
Entire home/apt,24,5,4,1,110
Entire home/apt,1,0,5,2,115
Entire home/apt,184,5,2,0,111
Entire home/apt,116,4.5,10,3,115
Entire home/apt,0,0,2,1,99
Entire home/apt,52,5,2,1,95
Entire home/apt,17,5,3,1,100
Entire home/apt,2,0,3,0,93
Entire home/apt,10,4.5,4,2,99
Entire home/apt,40,5,5,1,100
Entire home/apt,45,5,6,1,100
Entire home/apt,9,4.5,2,1,89
Entire home/apt,1,0,6,2,90
Entire home/apt,12,5,2,1,90
Entire home/apt,0,0,2,1,99
Entire home/apt,0,0,5,2,95
Entire home/apt,10,5,3,1,96
Entire home/apt,12,5,2,1,90
Entire home/apt,0,0,2,1,100
Entire home/apt,1,0,2,0,100
Entire home/apt,9,5,2,1,99
Entire home/apt,113,5,4,1,99
Entire home/apt,5,4.5,2,0,100
Entire home/apt,12,5,3,1,95
Entire home/apt,3,5,4,0,100
Entire home/apt,5,4.5,4,2,98
Entire home/apt,20,5,2,0,100
Entire home/apt,34,4.5,4,1,85
Entire home/apt,64,5,4,1,100
Entire home/apt,0,0,2,0,100
Entire home/apt,14,5,3,1,90
Entire home/apt,13,4.5,2,0,85
Entire home/apt,1,0,1,1,93
Entire home/apt,1,0,4,1,90
Entire home/apt,7,5,2,1,99
Entire home/apt,2,0,3,1,90
Entire home/apt,24,4.5,2,0,99
Entire home/apt,0,0,2,1,100
